id	note	location	x	z	reward
33554438	Animal	Ligneus	0.05836108033240999	0.20321178451178448	[{'item_id': 'ITEM_FOODSTUFF_004', 'item': 'Ambrosial Fruit'}]
33554439	Animal	Ligneus	0.058619252077562335	0.2010841750841751	[{'item_id': 'ITEM_FOODSTUFF_004', 'item': 'Ambrosial Fruit'}]
33554440	Animal	Ligneus	0.05908864265927978	0.20272828282828279	[{'item_id': 'ITEM_FOODSTUFF_004', 'item': 'Ambrosial Fruit'}]
33554441	Animal	Ligneus	0.05962437673130192	0.20142794612794615	[{'item_id': 'ITEM_FOODSTUFF_004', 'item': 'Ambrosial Fruit'}]
33554448	Animal	Ligneus	0.12351329639889197	0.07674579124579124	[{'item_id': 'ITEM_FOODSTUFF_004', 'item': 'Ambrosial Fruit'}]
33554449	Animal	Ligneus	0.12373296398891968	0.07798989898989898	[{'item_id': 'ITEM_FOODSTUFF_004', 'item': 'Ambrosial Fruit'}]
33554445	Animal	Ligneus	0.08881024930747923	0.37037845117845114	
33554446	Animal	Ligneus	0.050128531855955685	0.4656340067340067	
33554447	Animal	Ligneus	0.050045152354570646	0.46573602693602695	
33554436	Animal	Ligneus	0.06581315789473685	0.3572070707070707	[{'item_id': 'ITEM_ANIMAL_001', 'item': 'Large Bone'}]
33554443	Animal	Ligneus	0.08376966759002771	0.3681771043771044	[{'item_id': 'ITEM_ANIMAL_001', 'item': 'Large Bone'}]
33554433	Animal	Ligneus	0.06286786703601109	0.3589356902356902	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}]
33554434	Animal	Ligneus	0.07457202216066482	0.36252255892255897	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}]
33554444	Animal	Ligneus	0.08722229916897507	0.3661855218855219	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}]
33554437	Animal	Ligneus	0.061527285318559576	0.0965868686868687	[{'item_id': 'ITEM_FISH_001', 'item': 'Sardine'}]
55574528	Animal	Lacuna	0.6185940443213297	0.7682723905723906	[{'item_id': 'ITEM_FOODSTUFF_013', 'item': 'Pure Truffle'}]
55574529	Animal	Lacuna	0.648417728531856	0.8297703703703704	[{'item_id': 'ITEM_FISH_015', 'item': 'Dragon Fish'}]
55574530	Animal	Lacuna	0.6361965373961219	0.771389898989899	
60293120	Animal	Auruma	0.4883246537396122	0.6307043771043771	[{'item_id': 'ITEM_MEDICAL_008', 'item': 'Calciball'}]
60293121	Animal	Auruma	0.49098559556786703	0.613938047138047	[{'item_id': 'ITEM_FISH_011', 'item': 'Mace Fish'}]
34865171	Animal	Sivash	0.3384637119113573	0.32625420875420874	[{'item_id': 'ITEM_STONE_004', 'item': 'Ancient Fossil'}]
34865161	Animal	Sivash	0.2928193905817174	0.10680808080808081	[{'item_id': 'ITEM_STONE_004', 'item': 'Ancient Fossil'}]
34865162	Animal	Sivash	0.2929657894736842	0.12902794612794613	[{'item_id': 'ITEM_STONE_004', 'item': 'Ancient Fossil'}]
34865163	Animal	Sivash	0.2945628808864266	0.15981077441077438	[{'item_id': 'ITEM_STONE_004', 'item': 'Ancient Fossil'}]
34865156	Animal	Sivash	0.2860180055401662	0.10541986531986532	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
34865157	Animal	Sivash	0.29106551246537393	0.12074006734006736	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
34865160	Animal	Sivash	0.3064447368421052	0.11318181818181818	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
34865158	Animal	Sivash	0.30090096952908585	0.133123569023569	[{'item_id': 'ITEM_FISH_002', 'item': 'Xisor'}]
